"id","name","postalcode","address_todofuken","address_shikuchoson","address","shikuchosonCode","phone","website","openinghours"
,"武居レディースクリニック塚口院","661-0979","兵庫県","尼崎市","兵庫県尼崎市上坂部1-1-1-302","28202","06-6499-3355","http://www.takei-ladies.com/","月・水・金: 9:20-13:00, 14:50-19:00火・木・土: 9:20-13:00"
,"木内女性クリニック","663-8204","兵庫県","西宮市","兵庫県西宮市高松町4-8プレラにしのみや3F","28204","0798-63-2271","http://kiuchi-cl.com","平日10:00~19:00  土曜日9:00~13:00"
,"スギモトレディースクリニック","662-0832","兵庫県","西宮市","兵庫県西宮市甲風園1丁目12-5","28204","0798-63-0325","https://www.sugimoto-clinic.com/","平日 9:00-12:00 16:30-19:30土曜 9:00-12:00"
,"医療法人社団高橋産婦人科クリニック","662-0971","兵庫県","西宮市","兵庫県西宮市和上町6-22オリーブハイツ2階","28204","0798-33-0150","https://www.tgc.or.jp/","平日 月火水木金 9:00-12:00  13:00-14:30月火水金 17:00-19:00土 9:00-12:00"
,"医療法人社団 もりたレディースクリニック","663-8035","兵庫県","西宮市","兵庫県西宮市北口町1-2 ACTA西宮 東館4F","28204","0798-69-3336","https://www.morita-ladies-clinic.com","月火木金: 10:00〜13:00  16:00〜19:00土: 10:00〜13:30"
,"山田産婦人科","663-8152","兵庫県","西宮市","兵庫県西宮市甲子園町6-13","28204","0798-41-0272","","月~土 9:00-12:00月・火・水・金 17:00-19:00"
,"徐クリニック","662-0822","兵庫県","西宮市","兵庫県西宮市松籟荘10-25","28204","0798-54-8551","https://www.joclinic.jp","月 水: 8:45~13:30 16:30~19:00火 木 金: 8:45~13:30土: 8:45~15:30"
,"江原産婦人科医院","663-8111","兵庫県","西宮市","兵庫県西宮市二見町9ー17","28204","0798-67-1162","http://nttbj.itp.ne.jp/0798671162/","平日(月火水木金土) 9:00-12:00(月・水・金)17:00-19:00"
,"岡田医院","662-0834","兵庫県","西宮市","兵庫県西宮市南昭和町3-18","28204","0798-67-1136","","平日 9:00-12:00 17:00-19:00土曜 9:00-12:00木曜休診"
,"こじまクリニック","662-0973","兵庫県","西宮市","兵庫県西宮市田中町5-20-4F","28204","0798-56-8602","https://koji-cli.com","月、火、水、金 9:30-12:45 , 15:30-19:00土曜 9:30-12:45  木、日、祝 休診"
,"すずきレディースクリニック","662-0973","兵庫県","西宮市","兵庫県西宮市田中町3-1-202","28204","0798-39-0555","https://www.suzuki-lc.jp","月・火・水・金 : 9:30-12:30 16:00-19:00木・土 : 9:30-12:30 日、祝日 休診"
,"中川産婦人科クリニック","662-0866","兵庫県","西宮市","兵庫県西宮市柳本町4-16","28204","0798-72-1153","http://www.nakagawa-sanfujinka.com","月・火・水・金 9:00-12:00 18:00-19:00  木・土 9:00-12:00"
,"まりウィメンズクリニック","662-0045","兵庫県","西宮市","兵庫県西宮市安井町5-14","28204","0798-39-0777","https://www.mari-clinic.com","診療時間に準ずる"
,"みやざきレディースクリニック","662-0911","兵庫県","西宮市","兵庫県西宮市池田町9-6-204","28204","0798-32-5230","http://www.miyazaki-ladies.com/","平日 9:00-12:00 16:00-19:00(月・水・金)土 9:00-12:00"
,"医療法人社団 宮本レディースクリニック","662-0084","兵庫県","西宮市","兵庫県西宮市樋之池町5-22","28204","0798-75-1103","https://miyamoto-lc.jp/","月水金 9:00-12:00 17:00-19:00火 9:00-12:00木土 9:00-12:00 18:00-翌9:00"
,"レディース&マタニティクリニックサンタクルスザシュクガワ","662-0063","兵庫県","西宮市","兵庫県西宮市相生町8-11","28204","0798-75-1188","http://www.santacruz.or.jp/","月・火・木 9:00-13:00  17:00-19:00水 9:00-13:00  14:30-16:00(完全予約制)金 9:00-13:00  14:30-16:00(完全予約制)17:00-19:00土曜 9:00-16:00"
,"芦屋小野レディスクリニック","659-0076","兵庫県","芦屋市","兵庫県芦屋市清水町","28206","0797-21-3700","https://www.ono-lc.com/","8:00-20:00"
,"阿部レディースクリニック","659-0065","兵庫県","芦屋市","兵庫県芦屋市公光町7-15 スピリット芦屋1F","28206","0797-25-0401","http://www.ashiya-abe.com","月・火・水・金 10:00~19:00 木・土 10:00~13:00"
,"ウィメンズクリニック布谷","659-0093","兵庫県","芦屋市","兵庫県芦屋市船戸町1-29 芦屋駅西ビル5階","28206","0797-25-2520","http://www.womens-clinic-nunotani.jp","月火木金 10:00-13:00 16:00-18:30 水土10:00-13:00"
,"医療法人社団三侑会 渡辺産婦人科小児科","659-0093","兵庫県","芦屋市","兵庫県芦屋市船戸町6-21","28206","0797-22-5027","https://since1935.jp/","月・火・水・金 8:30-15:00木・土 8:30-12:00"
,"市立伊丹病院","664-8540","兵庫県","伊丹市","兵庫県伊丹市昆陽池1丁目100番地","28207","072-777-3773","http://www.hosp.itami.hyogo.jp/","平日8:30~17:00※上記以外の時間帯でも、産婦人科医師が宿日直の場合対応可"
,"医療法人社団高橋産婦人科医院","666-0142","兵庫県","川西市","兵庫県川西市清和台東1-3-75","28217","072-799-0001","http://www.medic-grp.co.jp/doctor/takahashi_s/","平日(月・水・金) 9:30-19:00(火・木) 9:30-12:00土曜 9:30-12:00"
,"戸田医院","666-0105","兵庫県","川西市","兵庫県川西市見野2丁目36番11","28217","072-794-7778","http://www.toda-iin.com/sp/","月~土 午前9:00-12:15月・水・金 午後17:00-19:00"
,"医療法人社団 ふかみレディースクリニック","666-0033","兵庫県","川西市","兵庫県川西市栄町12-8 三宝ビル4F","28217","072-740-0230","https://www.wish-fukami.com/","月・火・水・金 9:30-12:30 16:30-19:00木・土 9:30-12:30"
,"愛和レディースクリニック","664-0027","兵庫県","伊丹市","兵庫県伊丹市池尻1丁目204-2","28207","072-770-2000","http://www.aiwa-ladies.com","月・火・木・金:9:00-12:00, 16:00-19:00水・土:9:00-12:00"
,"いけざわレディースクリニック","664-0858","兵庫県","伊丹市","兵庫県伊丹市西台1丁目2-11C-3ビル1F","28207","072-777-8184","https://www.ikezawa-clinic.jp/","月~金 9:30-13:00 16:30-19:30土 9:30-13:00日祝休み"
,"みずほレディースクリニック","664-0013","兵庫県","伊丹市","兵庫県伊丹市瑞穂町5-72","28207","072-778-4103","http://www.mizuho-clinic.com","月から土: 9:30~12:30月・火・水・金: 15:30~19:00"
,"みずほレディースクリニック伊丹駅前","664-0851","兵庫県","伊丹市","兵庫県伊丹市中央1-4-2 くらすと伊丹4階","28207","072-785-2202","http://ekimae.mizuho-clinic.com/","月:9:30~12:30火~金::9:30~12:30  15:30~19:00土:9:30~12:30  15:00~18:00"
,"レディースクリニックTaya","664-0846","兵庫県","伊丹市","兵庫県伊丹市伊丹1丁目10-14-201-5","28207","072-771-7717","https://lc-taya.jp/","月・火・水・木・金・土 午前 9:00-12:00月・火・木・金 午後 16:30-18:30"
,"大門医院","665-0842","兵庫県","宝塚市","兵庫県宝塚市川面3丁目23番12号","28214","0797-86-0881","https://www.daimon-cl.com/","有"
,"大西レディスクリニック","665-0022","兵庫県","宝塚市","兵庫県宝塚市野上1-1-24","28214","0797-76-5210","http://onishi-clinic.sakura.ne.jp/index.html","有"
,"清水産婦人科医院","665-0011","兵庫県","宝塚市","兵庫県宝塚市南口2-2-4","28214","0797-72-0300","https://www.shimizu-wcl.com","有"
,"信永みほレディースクリニック","665-0054","兵庫県","宝塚市","兵庫県宝塚市鹿塩 2丁目 13-41","28214","0798-57-1225","https://www.miho-lc.com","有"
,"平野マタニティクリニック","665-0881","兵庫県","宝塚市","兵庫県宝塚市山本東3-14-5","28214","0797-80-4103","https://www.hirano-mc.com","有"
,"レディース&マタニティクリニック サンタクルスザ タカラヅカ","665-0844","兵庫県","宝塚市","兵庫県宝塚市武庫川町6-22","28214","0797-83-1188","http://www.santacruz.or.jp/","有"
,"医療法人沖縄徳洲会 高砂西部病院","676-0812","兵庫県","高砂市","兵庫県高砂市中筋1丁目10番41号","28216","079-447-0100","https://www.takasagoseibu.jp/index","有"
,"あきこレディースクリニック","673-0846","兵庫県","明石市","兵庫県明石市上ノ丸3丁目11-8","28203","078-965-6563","http://www.akiko-lc.com/","有"
,"久保みずきレディースクリニック","673-0892","兵庫県","明石市","兵庫県明石市本町2-1-15","28203","078-913-9811","kubomizuki-akashi.jp","有"
,"医療法人社団 私立二見レディースクリニック","674-0092","兵庫県","明石市","兵庫県明石市二見町東二見207","28203","078-942-1783","","有"
,"鈴木産婦人科医院","674-0081","兵庫県","明石市","兵庫県明石市魚住町錦が丘3丁目3-8","28203","078-947-4882","","有"
,"せきじま産婦人科","673-0866","兵庫県","明石市","兵庫県明石市朝霧町1-24-1","28203","078-911-2407","","有"
,"なかた・みずのやレディースクリニック","673-0891","兵庫県","明石市","兵庫県明石市大明石町1-3-8ユタカ第2ビル2F","28203","078-912-3312","http://nakata-mi.sakura.ne.jp","有"
,"医療法人社団 博愛産科婦人科","674-0094","兵庫県","明石市","兵庫県明石市二見町西二見450-5","28203","078-941-8803","","有"
,"日野医院","673-0893","兵庫県","明石市","兵庫県明石市材木町9番17号","28203","078-911-2910","","有"
,"ちくご・ひらまつ産婦人科医院","675-0068","兵庫県","加古川市","兵庫県加古川市加古川町中津230-1","28210","079-424-5163","https://hiramatsu-lc.com/","有"
,"安田産婦人科クリニック","675-0117","兵庫県","加古川市","兵庫県加古川市平岡町一色西2-369-1","28210","079-435-6662","http://yasuda-rs.com/yoyaku/","有"
,"レディースクリニック近藤","675-0065","兵庫県","加古川市","兵庫県加古川市加古川町篠原町111番地ゼロ・ワン・ゼロビル3F303","28210","079-427-0928","","有"
,"大森産婦人科医院","676-0072","兵庫県","高砂市","兵庫県高砂市伊保港町2丁目5番17号","28216","079-448-1103","http://www.omori-gy.or.jp/","有"
,"市立加西病院","675-2393","兵庫県","加西市","兵庫県加西市北条町横尾1-13","28220","0790-42-2200","http://www.hospital.kasai.hyogo.jp/","有"
,"社会医療法人社団 正峰会大山記念病院","679-0321","兵庫県","西脇市","兵庫県西脇市黒田庄町田高313","28213","0795-28-3773","http://ohyama-hp.jp/","有"
,"医療法人社団一陽会 服部病院","673-0413","兵庫県","三木市","兵庫県三木市大塚218番地の3","28215","0794-83-9462","http://www.hattori-hospital.com/","有"
,"小野レディースクリニック","675-1375","兵庫県","小野市","兵庫県小野市西本町538-3","28218","0794-62-1103","http://www.onolc.com/","有"
,"遠藤産婦人科医院","677-0054","兵庫県","西脇市","兵庫県西脇市野村町1558-3","28213","0795-22-4135","","有"
,"医療法人社団 いわたウィメンズクリニック","677-0039","兵庫県","西脇市","兵庫県西脇市上比延町432-49","28213","0795-23-8888","https://www.k-iwc.com/","月火水金 8:30-18:00木土 8:30-12:30(診療時間以外はお電話の上、来院お願いします。お産中の場合は、お待ちいただくことになります)"
,"オーキッドレディースクリニック","673-0403","兵庫県","三木市","兵庫県三木市末広1-13-8","28215","0794-88-8505","http://www.orchid-lc.com/","9:30-12:3016:00-19:00"
,"浜本産婦人科医院","673-0521","兵庫県","三木市","兵庫県三木市志染町青山3丁目13-8","28215","0794-87-1103","http://hamamoto.or.jp/","平日 9:00-12:00月・火・水・金曜 16:00-18:30"
,"井野病院","671-0102","兵庫県","姫路市","兵庫県姫路市大塩町汐咲1-27","28201","079-254-5553","http://www.inohos.com/ino","火曜日・土曜日(9:00~12:00)"
,"産科婦人科小国病院","652-0042","兵庫県","神戸市兵庫区","兵庫県姫路市南条2丁目23番地","28105","079-284-0381","http://oguni-hp.com","平日 9:00-13:00/16:00-18:00 土曜 9:00-13:00/15:00-17:00"
,"公立神崎総合病院","679-2493","兵庫県","神河町","兵庫県神崎郡神河町粟賀町385番地","28446","0790-32-1331","http://www.kanzaki-hp.jp/","月~金(午前8:00-午前11:00)※院外処方にて対応"
,"武木田産婦人科医院","671−1227","兵庫県","姫路市","兵庫県姫路市網干区和久462−5","28201","079−273−1103","","平日 9:00−18:00 土曜 9:00-12:00"
,"医療法人社団 出口産婦人科","670-0981","兵庫県","姫路市","兵庫県姫路市西庄384-1","28201","079-292-0030","","月・火・水・木・金・土 9:00~12:00月・火・水・金 15:00~17:00"
,"医療法人社団こうのとり会西川レディースクリニック","670-0927","兵庫県","姫路市","兵庫県姫路市駅前町188番地ピオレ姫路6F","28201","079-284-7177","http://www.nishikawa-lc.com/","平日:月火水金土 14:00-18:30"
,"太田産婦人科医院","670-0061","兵庫県","姫路市","兵庫県姫路市西今宿2丁目2-10","28201","079-293-3188","","月火水金 AM9:00-AM12:00  PM3:00-PM6:30木土 AM9:00-AM12:00"
,"河原レディースクリニック","670-0055","兵庫県","姫路市","兵庫県姫路市神子岡前4-1-3","28201","079-299-3622","https://www.kawahara-clinic.com/","月・火・水・金 9:30-13:30 16:00-19:00木・土 9:30-13:00"
,"親愛産婦人科","671-1253","兵庫県","姫路市","兵庫県姫路市網干区垣内中町260","28201","079-271-6666","http://www.sinai.gr.jp/","平日 9:00-18:00土曜 9:00-13:00"
,"平田医院","670-0872","兵庫県","姫路市","兵庫県姫路市八代740番地3","28201","079-222-1066","hirata-iin.com","月・火・木・金 9:00~12:00  15:00~18:00土 9:00~12:00"
,"和田産婦人科","671-1104","兵庫県","姫路市","兵庫県姫路市広畑区才820","28201","079-236-2313","","月火水金 9:00-18:30土 9:00-12:00"
,"公立宍粟総合病院","671-2576","兵庫県","宍粟市","兵庫県宍粟市山崎町鹿沢93番地","28227","0790-62-2410","http://www.shiso-hp.jp/","平日 8:30-11:00土日祝日対応不可"
,"赤穂市民病院","678-0232","兵庫県","赤穂市","兵庫県赤穂市中広1090番地","28212","0791-43-3222","http://www.amh.ako.hyogo.jp","月~木9:30-12:00"
,"山田レディースクリニック","679-4167","兵庫県","たつの市","兵庫県たつの市龍野町富永145番地9","28229","0791-62-1185","http://www.pure.ne.jp/~yamada/mene.html","平日(月・水・土)8:45~12:00 (火・金)8:45~12:00 16:00~18:00"
,"半田クリニック","678-0001","兵庫県","相生市","兵庫県相生市山手2丁目221","28208","0791-22-0068","www.hakuyukai-med.or.jp","月・火・水・金  9:00-12:00 , 16:00-18:00木・土        9:00-12:00(水・木       13:00-18:00  要予約)"
,"福田産婦人科麻酔科","678-0239","兵庫県","赤穂市","兵庫県赤穂市加里屋30-9","28212","0791-43-5357","http://www.fukuda8767.com/","月曜、火曜、木曜、金曜:9:00-12:30 16:00-18:30 水曜、土曜:9:00-12:30"
,"半田産婦人科医院","678-1233","兵庫県","上郡町","兵庫県赤穂郡上郡町大持350番地","28481","0791-52-1000","","AM 9-12時:月~土曜 PM 3-6時:月・水・金曜いずれも予約制"
